doi,title,abstract,year,doc_type,authors,affiliations,funders,grant_numbers,journal,source,query_source,is_funder,is_author,is_lead_author,is_sole_author,pc_text_source,pc_classified_by,pc_category,pc_field,pc_rationale
10.1029/2024JD042222,Atmospheric River Detection Under Changing Seasonality and Mean-State Climate: ARTMIP Tier 2 Paleoclimate Experiments,"Atmospheric rivers (ARs) are filamentary structures within the atmosphere that account for a substantial portion of poleward moisture transport and play an important role in Earth's hydroclimate. However, there is no one quantitative definition for what constitutes an atmospheric river, leading to uncertainty in quantifying how these systems respond to global change. This study seeks to better understand how different AR detection tools (ARDTs) respond to changes in climate states utilizing single-forcing climate model experiments under the aegis of the Atmospheric River Tracking Method Intercomparison Project (ARTMIP). We compare a simulation with an early Holocene orbital configuration and another with CO<inf>2</inf> levels of the Last Glacial Maximum to a preindustrial control simulation to test how the ARDTs respond to changes in seasonality and mean climate state, respectively. We find good agreement among the algorithms in the AR response to the changing orbital configuration, with a poleward shift in AR frequency that tracks seasonal poleward shifts in atmospheric water vapor and zonal winds. In the low CO<inf>2</inf> simulation, the algorithms generally agree on the sign of AR changes, but there is substantial spread in their magnitude, indicating that mean-state changes lead to larger uncertainty. This disagreement likely arises primarily from differences between algorithms in their thresholds for water vapor and its transport used for identifying ARs. These findings warrant caution in ARDT selection for paleoclimate and climate change studies in which there is a change to the mean climate state, as ARDT selection contributes substantial uncertainty in such cases.",2025,Article,Rush W.D.; Lora J.M.; Skinner C.B.; Menemenlis S.A.; Shields C.A.; Ullrich P.; O’Brien T.A.; Brands S.; Guan B.; Mattingly K.S.; McClenny E.; Nardi K.; Nellikkattil A.; Ramos A.M.; Reid K.J.; Shearer E.; Tomé R.; Wille J.D.; Leung L.R.; Ralph F.M.; Rutz J.J.; Wehner M.; Zhang Z.; Lu M.; Quagraine K.T.,"Centre National de la Recherche Scientifique; University of Wisconsin, Madison; University of Melbourne; Pennsylvania State University; University of California, Davis; Yale University; California Institute of Technology; Princeton University; Lawrence Berkeley National Laboratory; Indiana University, Bloomington; Hong Kong University of Science and Technology; Karlsruhe Institute of Technology; Lawrence Livermore National Laboratory; Pusan National University; Pacific Northwest National Laboratory; Universidade de Lisboa; National Center for Atmospheric Research; University of California, Los Angeles; Institute for Basic Science; Santa Clara University; Instituto de Física de Cantabria; University of Massachusetts, Lowell; Institut für Atmosphäre und Klima; University of California, Los Angeles; University of California, San Diego","Environmental Resilience Institute, Indiana University; U.S. Department of Energy; National Science Foundation; National Aeronautics and Space Administration; Lawrence Livermore National Laboratory",DE‐SC0022070,Journal of Geophysical Research Atmospheres,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,climatology,"This study examines how different atmospheric river detection tools respond to paleoclimate scenarios with changed orbital configuration (early Holocene) and CO2 levels (Last Glacial Maximum) compared to preindustrial conditions. The primary research question is how ARs respond to fundamental changes in climate state—seasonality shifts and mean climate changes—over multi-millennial timescales. The paper analyzes shifts in AR frequency, atmospheric water vapor, zonal winds, and detection algorithm sensitivity under different climate states. This focus on long-term climate system behavior, paleoclimate model experiments, and how climate forcing affects atmospheric moisture transport patterns places this firmly in climatology rather than meteorology, which focuses on short-term weather processes."
10.1029/2024JF007781,Rainfall Thresholds for Postfire Debris-Flow Initiation Vary With Short-Duration Rainfall Climatology,"The size, frequency, and geographic scope of severe wildfires are expanding across the globe, including in the Western United States. Recently burned steeplands have an increased likelihood of debris flows, which pose hazards to downstream communities. The conditions for postfire debris-flow initiation are commonly expressed as rainfall intensity-duration thresholds, which can be estimated given sufficient observational history. However, the spread of wildfire across diverse climates poses a challenge for accurate threshold prediction in areas with limited observations. Studies of mass-movement processes in unburned areas indicate that thresholds vary with local climate, such that higher rainfall rates are required for initiation in climates characterized by frequent intense rainfall. Here, we use three independent methods to test whether initiation of postfire runoff-generated debris flows across the Western United States varies similarly with climate. Through the compilation of observed thresholds at various fires, analysis of the spatial density of observed debris flows, and quantification of feature importance at different spatial scales, we show that postfire debris-flow initiation thresholds vary systematically with short-duration rainfall-intensity climatology. The predictive power of climatological data sets that are readily available before a fire occurs offers a much-needed tool for hazard management in regions that are facing increased wildfire activity, have sparse observational history, and/or have limited resources for field-based hazard assessment. Furthermore, if the observed variation in thresholds reflects long-term adjustment of the landscape to local climate, rapid shifts in rainfall intensity related to climate change will likely induce spatially variable shifts in postfire debris-flow likelihood.",2025,Article,Cavagnaro D.B.; McCoy S.W.; Lindsay D.N.; McGuire L.A.; Kean J.W.; Trugman D.T.,"University of Nevada, Reno; UNKNOWN; United States Geological Survey; California Geological Survey","University of Nevada, Reno; National Science Foundation; U.S. Bureau of Land Management",1951185,Journal of Geophysical Research Earth Surface,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,geology,"This paper examines rainfall intensity-duration thresholds for debris-flow initiation on recently burned steeplands across diverse climates in the Western U.S. The central research question is how these initiation thresholds vary systematically with local rainfall climatology and what controls debris-flow triggering. Debris flows are mass-movement processes involving the rapid downslope transport of sediment, water, and debris—a core geomorphic and geological hazard process. The paper analyzes slope stability, failure initiation, landscape adjustment to climate, and the relationship between rainfall intensity and slope failure thresholds. While rainfall is the trigger, the primary subject is the geomorphic process of debris-flow initiation and how local conditions control slope failure, making this a geology study rather than hydrology or meteorology."
10.1029/2024MS004324,Forward Modeling of Bending Angles With a Two-Dimensional Operator for GNSS Airborne Radio Occultations in Atmospheric Rivers,"The Global Navigation Satellite System (GNSS) airborne radio occultation (ARO) technique is used to retrieve profiles of the atmosphere during reconnaissance missions for atmospheric rivers (ARs) on the west coast of the United States. The measurements of refractive bending angle integrate the effects of variations in refractive index over long near-horizontal ray-paths from a spaceborne transmitter to a receiver onboard an aircraft. A forward operator is required to assimilate ARO observations, which are sensitive to pressure, temperature, and humidity, into numerical weather prediction models to support forecasting of ARs. A two-dimensional (2D) bending angle operator is proposed to enable capturing key atmospheric features associated with strong ARs. Comparison to a one-dimensional (1D) forward model supports the evidence of large bending angle departures within 3–7 km impact heights for observations collected in a region characterized by the integrated water vapor transport (IVT) magnitude above 500 kg (Formula presented.). The assessment of the 2D forward model for ARO retrievals is based on a sequence of six flights leading up to a significant AR precipitation event in January 2021. Since the observations often sample regions outside the AR where moisture is low, the significance of horizontal variations is obscured in the average bending angle statistics. Examples from individual flights sampling the cross-section of an AR support the need for the 2D forward model. Additional simulation experiments are performed to quantify forward modeling errors due to tangent point drift and horizontal gradients suggesting contributions on the order of 5% and 20%, respectively.",2025,Article,Hordyniec P.; Haase J.S.; Murphy M.J.; Cao B.; Wilson A.M.; Banos I.H.,"National Aeronautics and Space Administration; University of Maryland, Baltimore County; University of California, San Diego; National Center for Atmospheric Research; Wrocław University of Environmental and Life Sciences; University of California, San Diego","University of California, San Diego; National Science Foundation; National Aeronautics and Space Administration",AGS-1642650,Journal of Advances in Modeling Earth Systems,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"This paper develops and evaluates a two-dimensional forward operator for assimilating GNSS airborne radio occultation observations into numerical weather prediction models for atmospheric rivers. The primary objective is to improve the representation of atmospheric state variables (pressure, temperature, humidity) in weather forecasting systems by accounting for horizontal gradients in refractive index along ray-paths. The focus on data assimilation, numerical weather prediction, atmospheric profiling, and improving AR forecasts through better observation operators places this in meteorology. The study addresses operational weather forecasting challenges and atmospheric observation techniques for synoptic-scale weather systems."
10.1029/2024MS004734,Toward Calibrated Ensembles of Neural Weather Model Forecasts,"Neural Weather Models (NWM) are novel data-driven weather forecasting tools based on neural networks, that have recently achieved comparable deterministic forecast skill to current operational approaches using significantly less real-time computational resources. They require short inference times, which can potentially improve the characterization of forecast uncertainty by designing very large ensembles, which is of paramount importance for for example, extreme events, and critical for various socio-economic sectors. Here we propose a novel ensemble design for NWMs spanning two main sources of uncertainty: model uncertainty and initial condition uncertainty. For the model uncertainty, we propose an effective strategy for creating a diverse ensemble of NWMs that captures uncertainty in key model parameters. For the initial condition uncertainty, we explore the “breeding of growing modes” for the first time on NWMs, a technique traditionally used for operational numerical weather predictions to estimate the initial condition uncertainty. The combination of these two types of uncertainty produces an ensemble of NWM-based forecasts that is shown to improve upon benchmark probabilistic NWM and is competitive with the 50-member ensemble of the European Centre for Medium-Range Weather Forecasts based on the Integrated Forecasting System (IFS), in terms of both error and calibration. Results are particularly promising over land for three key variables: total column water vapor, surface wind and surface air temperature. The proposed strategy is scalable, enabling the generation of very large ensembles ((Formula presented.) 100) with potential applications for extreme events.",2025,Article,Baño-Medina J.; Sengupta A.; Watson-Parris D.; Hu W.; Delle Monache L.,"University of California, San Diego; James Madison University; University of California, San Diego",Department of Water Resources; National Aeronautics and Space Administration; U.S. Army Corps of Engineers,4600013361,Journal of Advances in Modeling Earth Systems,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,computer and information sciences,machine learning,"The primary objective of this paper is to develop an ensemble design strategy for Neural Weather Models (NWMs) that addresses model uncertainty and initial condition uncertainty to produce calibrated probabilistic forecasts. While the application is weather forecasting, the central research contribution is methodological: designing effective ensemble architectures for neural network-based forecast models, exploring hyperparameter diversity for model uncertainty, adapting breeding techniques to neural models, and evaluating ensemble calibration and spread. The paper focuses on neural network ensemble design, uncertainty quantification in machine learning models, and probabilistic forecast generation—core machine learning research questions applied to the weather forecasting domain."
10.1029/2024WR038149,Physics-Informed Neural Networks for Estimating a Continuous Form of the Soil Water Retention Curve From Basic Soil Properties,"This paper presents a novel physics-informed neural network (PINN) approach for developing pedotransfer functions (PTFs) to predict continuous soil water retention curves (SWRCs) based on soil textural fractions, organic carbon content, and bulk density. In contrast to conventional parametric PTFs developed for specific SWRC models, the PINN learns a non-specific form of the SWRC from both measurements and physical constraints imposed during the training process. This approach allows the estimated SWRC to maintain its physical integrity from saturation to oven-dry conditions, even in scenarios with sparse data. The new approach is particularly effective for tackling the challenges encountered in developing PTFs on large SWRC data sets, which often have an imbalance toward the wet-end ((Formula presented.)) and include numerous samples with limited and unevenly distributed measurements, many of which do not meet the requirements to fit traditional SWRC models. We compared the performance of the PINN with that of a conventional physics-agnostic neural network using a data set of 4,200 soil samples. While both networks performed similarly at the wet-end where data are abundant, with RMSE values of around 0.041 m<sup>3</sup> m<sup>−3</sup>, the PINN excelled at the dry-end ((Formula presented.)) where data are sparse and unevenly distributed, achieving a normalized RMSE of 0.172 (RMSE = 0.0045 m<sup>3</sup> m<sup>−3</sup>) compared to a normalized RMSE of 0.522 (RMSE = 0.0136 m<sup>3</sup> m<sup>−3</sup>) for the conventional neural network. The SWRC derived from the PINN is differentiable with respect to matric potential, making it well-suited for integration into models of water flow in the unsaturated zone.",2025,Article,Norouzi S.; Pesch C.; Arthur E.; Norgaard T.; Moldrup P.; Greve M.H.; Beucher A.M.; Sadeghi M.; Zaresourmanabad M.; Tuller M.; Iversen B.V.; de Jonge L.W.,Aarhus University; Aalborg University; UNKNOWN; California Department of Water Resources,"HORIZON EUROPE Food, Bioeconomy, Natural Resources, Agriculture and Environment",101086179,Water Resources Research,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,soils,"The primary research question is how to predict the soil water retention curve (SWRC) from basic soil properties (texture, organic carbon, bulk density). The SWRC is a fundamental characterization of soil moisture retention across the full matric potential range, central to soil physics and pedology. Although the method is novel (physics-informed neural networks), the object of study is soil water retention—a core soil property. The paper develops pedotransfer functions to estimate soil hydraulic characteristics, which is a canonical soils topic."
10.1029/2024WR038928,High-Resolution National-Scale Water Modeling Is Enhanced by Multiscale Differentiable Physics-Informed Machine Learning,"The National Water Model (NWM) is a key tool for flood forecasting, planning, and water management. Key challenges facing the NWM include calibration and parameter regionalization when confronted with big data. We present two novel versions of high-resolution (∼37 km<sup>2</sup>) differentiable models (a type of hybrid model): one with implicit, unit-hydrograph-style routing and another with explicit Muskingum-Cunge routing in the river network. The former predicts streamflow at basin outlets whereas the latter presents a discretized product that seamlessly covers rivers in the conterminous United States (CONUS). Both versions use neural networks to provide a multiscale parameterization and process-based equations to provide a structural backbone, which were trained simultaneously (“end-to-end”) on 2,807 basins across the CONUS and evaluated on 4,997 basins. Both versions show great potential to elevate future NWM performance for extensively calibrated as well as ungauged sites: the median daily Nash-Sutcliffe efficiency of all 4,997 basins is improved to around 0.68 from 0.48 of NWM3.0. As they resolve spatial heterogeneity, both versions greatly improved simulations in the western CONUS and also in the Prairie Pothole Region, a long-standing modeling challenge. The Muskingum-Cunge version further improved performance for basins >10,000 km<sup>2</sup>. Overall, our results show how neural-network-based parameterizations can improve NWM performance for providing operational flood predictions while maintaining interpretability and multivariate outputs. The modeling system supports the Basic Model Interface (BMI), which allows seamless integration with the next-generation NWM. We also provide a CONUS-scale hydrologic data set for further evaluation and use.",2025,Article,Song Y.; Bindas T.; Shen C.; Ji H.; Knoben W.J.M.; Lonzarich L.; Clark M.P.; Liu J.; van Werkhoven K.; Lamont S.; Denno M.; Pan M.; Yang Y.; Rapp J.; Kumar M.; Rahmani F.; Thébault C.; Adkins R.; Halgren J.; Patel T.; Patel A.; Sawadekar K.A.; Lawson K.,"Michigan State University; University of Calgary; Pennsylvania State University; University of Alabama; RTI International; UNKNOWN; University of California, San Diego; Alabama Water Institute",University of Alabama; California Natural Resources Agency; National Oceanic and Atmospheric Administration; U.S. Department of Energy,NA22NWS4320003,Water Resources Research,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,hydrology,"The central objective is improving national-scale streamflow prediction across the conterminous United States using a hybrid model that couples process-based hydrologic equations (unit hydrograph routing, Muskingum-Cunge channel routing) with neural network parameterization. The focus is on runoff generation, routing, and streamflow at basin outlets and throughout river networks—core hydrologic processes. Although machine learning methods are applied, they serve to parameterize and calibrate a hydrologic model for the National Water Model, making this fundamentally a hydrology study rather than a machine learning study."
10.1029/2025EA004382,Identifying Wet Troposphere Delay in L-Band InSAR Using Weather Radar Reflectivity,"Synthetic Aperture Radar (SAR) pulses undergo variable propagation delays in the atmosphere due to changes in pressure, temperature, and humidity within the troposphere, causing large error in Interferometric SAR (InSAR) measurements of land surface displacement. Wet troposphere delay, resulting from condensed water and water vapor clouds, can introduce delays of tens of centimeters that significantly impact surface displacement estimates. This study provides unequivocal evidence of the wet troposphere's impact on InSAR phase measurements by examining spatial patterns in NOAA NEXRAD weather radar reflectivity and interferometric phase outliers. We utilize a feature-comparison approach with reflectivity data from NEXRAD radar stations to identify artifacts from wet tropospheric delays in InSAR phase measurements derived from rapid repeat-pass data acquired by UAVSAR L-band SAR. NEXRAD's 5-min scanning interval, compared to UAVSAR's 30-min revisit time, enabled detection of phase artifacts caused by fast-moving and developing clouds. We identify regions in InSAR interferograms with troposphere-induced phase artifacts by matching features common to InSAR phase outlier masks and NEXRAD high reflectivity masks. Matched results between InSAR phase noise and NEXRAD reflectivity show phase delays of up to 25 radians in L-band, corresponding to 48 cm of delay. Comparison with tropospheric delays calculated using the Generic Atmospheric Correction Online Service for InSAR (GACOS) showed global weather models lack sufficient spatial and temporal resolution to accurately estimate observed wet troposphere delays. While our study focused on UAVSAR, findings apply to other SAR missions, including L-band NISAR and ALOS2/4, aiding identification and interpretation of InSAR results affected by tropospheric delays.",2025,Article,Oliver-Cabrera T.; Jones C.E.; Simard M.; Varugu B.; Belhadj-Aissa S.,California Institute of Technology; California Department of Water Resources,National Aeronautics and Space Administration; Earth Sciences Division,NNH17ZDA001N-EVS3,Earth and Space Science,scopus,affiliation,FALSE,TRUE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,geophysics,"The primary research question is identifying and quantifying wet troposphere delay artifacts in Interferometric Synthetic Aperture Radar (InSAR) phase measurements caused by atmospheric water content. InSAR is a remote sensing method that uses electromagnetic wave propagation to infer surface displacement and is a core geophysical technique. The study characterizes how atmospheric conditions affect electromagnetic wave propagation delays, which is a geophysical measurement problem. Although weather radar data are used as a validation tool, the central focus is on correcting geophysical measurements of land surface processes."
10.1029/2025GL114629,Decelerating Response of Western US Runoff to Shrinking Snowpacks,"Climate warming threatens snowmelt-derived water supplies in the western US (WUS) by reducing snowfall and snowmelt runoff, yet future rates of these declines remain highly uncertain in an evolving climate. Here, we analyze historical data, land surface model warming experiments, and climate projections across three major WUS river basins. We find that runoff loss become less sensitive to warming as snowpack shrinks, stemming from reduced snowmelt-radiation feedback, a consequence of smaller snow-cover changes and shifts in snowmelt timing to lower-energy periods. Near-linear projected warming with time (IPCC SSP245) exhibit a stable, possibly decelerating decline in runoff ratios. Although decelerating runoff declines do not eliminate broader water-management challenges under continued warming, our findings complement the view that snowmelt-radiation feedback drives runoff decline by highlighting the negative feedback from a shrinking snowpack on runoff warming sensitivity. Our findings should facilitate more comprehensive future water supply assessments in snow-affected regions.",2025,Article,Ban Z.; Udall B.; Lettenmaier D.P.,"University of California, Los Angeles; Colorado State University",Department of Water Resources,3714600014294,Geophysical Research Letters,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,geological and earth sciences,hydrology,"The core question is how runoff response to warming changes as snowpacks shrink in the western United States, examining snowmelt-radiation feedbacks, snowmelt timing shifts, and runoff ratios across major river basins. The study focuses on snowmelt runoff generation and the physical processes controlling how snowpack changes translate into streamflow changes—fundamental hydrologic processes. Although snow is central, the primary objective is understanding runoff sensitivity and water supply rather than snowpack physics alone, making hydrology the more appropriate classification than snow."
10.1029/2025GL115639,Impact of Airborne Radio Occultation Observations on Short Term Precipitation Forecasts of an Atmospheric River,"Atmospheric River Reconnaissance (AR Recon) collects targeted observations during major winter weather events associated with heavy precipitation and flooding on the US West Coast. Ten WC-130J weather reconnaissance aircraft equipped with Global Navigation Satellite System airborne radio occultation (ARO) technology provide additional data on the broader AR environment, specifically as the AR approaches the coastline. This study evaluates the impact of assimilating ARO bending angle observations using the Model for Prediction Across Scales—Atmosphere—Joint Effort for Data assimilation Integration (MPAS-JEDI). Experiments use the Local Ensemble Transform Kalman Filter and Three-Dimensional Ensemble-Variational algorithms. The control experiment assimilates only global conventional data, while the other experiments incorporate additional ARO observations. The results show that ARO assimilation corrects moisture, temperature, and wind fields, and reduces the error in the integrated vapor transport forecast at landfall. The changes mitigate overestimated precipitation in mountainous regions of Washington and Idaho.",2025,Article,Do P.N.; Haase J.S.; Baños I.H.; Hordyniec P.; Cao B.,"National Center for Atmospheric Research; Wrocław University of Environmental and Life Sciences; University of California, San Diego",U.S. Army Corps of Engineers; National Aeronautics and Space Administration; National Science Foundation; National Oceanic and Atmospheric Administration,80NSSC23K1307,Geophysical Research Letters,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The primary objective is evaluating how assimilating airborne radio occultation observations improves short-term (weather forecast timescale) precipitation forecasts during atmospheric river events. The study examines atmospheric moisture, temperature, wind fields, integrated vapor transport, and precipitation forecasting accuracy—all core meteorological variables and processes. The emphasis is on improving operational weather prediction at synoptic to event scales (days ahead), which falls squarely within meteorology rather than climatology."
10.1029/2025GL115972,Seasonality in the Predictive Skill of Southwest United States Precipitation in the Seasonal Forecast Systems,"We examine seasonality in the skill of 8 seasonal forecast systems to predict the Southwest United States (SWUS) precipitation between October and April. The models share similarities in the large seasonality they exhibit in their prediction skill over the 1993–2016 period: from October to December, the skill is low if not non-existent, before it gets higher in all the models, with a peak in February-March in the model with an extended hindcast period (European Centre for Medium-Range Weather Forecasts, ECMWF, 1981–2024 period). Using ECMWF, further analyses of daily precipitation illustrate how the model is able to better predict the SWUS precipitation over the February-March forecast target window, versus November-December. Higher precipitation in early February compared to early November is a contributing factor, as is the annual cycle in tropical eastern Pacific sea surface temperature, and the associated El Niño Southern Oscillation teleconnection with the extratropics.",2025,Article,Peings Y.; Dong C.; Magnusdottir G.,"University of California, Irvine",Department of Water Resources,4600013127,Geophysical Research Letters,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The study investigates seasonal variability in the skill of seasonal forecast systems to predict Southwest United States precipitation during the October-April period, with a focus on understanding when and why forecast skill varies month-to-month. Although the forecast lead times are seasonal, the paper examines the predictability of precipitation as influenced by daily precipitation patterns, sea surface temperatures, and ENSO teleconnections—atmospheric processes and weather prediction skill. The emphasis on forecast skill for precipitation events and the examination of daily precipitation characteristics places this in meteorology rather than climatology."
10.1029/2025GL117069,Adaptive Sampling of the Upper Ocean by Autonomous Floats During Atmospheric River Precipitation,"Atmospheric rivers (ARs) are elongated structures in the atmosphere that transport water vapor from the tropics to mid- and high-latitudes in highly episodic events. ARs are a major source of precipitation in the western United States and many other regions of the world and play a role in air-sea exchanges of heat and freshwater in the subtropics. For the first time, an experiment was designed to observe (open) ocean changes during AR precipitation, using profiling floats in the northeast subtropical Pacific. Results show upper ocean freshening and cooling with AR precipitation (lasting several hours), especially when surface winds are low ((Formula presented.) m/s). ARs contribute 70%–90 (Formula presented.) of the total winter precipitation in the subtropical northeast Pacific: a salt budget analysis (using ECCO) shows that precipitation over winter is the main driver of ocean freshening in the top 25–30 m and contributes by (Formula presented.) to the integrated changes in the top (Formula presented.) m.",2025,Article,Giglio D.; Sala J.; Gilson J.; Hoffman L.; Kawzenuk B.; Katie-Anne Mills B.; Purkey S.G.; Scanderbeg M.; Subramanian A.C.; Wilson A.M.; Ralph F.M.,"University of Colorado, Boulder; Université catholique de Louvain; University of California, San Diego; University of California, San Diego",Department of Water Resources,4600014942,Geophysical Research Letters,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The primary research question is how upper ocean properties (temperature and salinity) respond to atmospheric river precipitation events, examined using autonomous profiling floats during AR passages in the northeast subtropical Pacific. The study focuses on AR precipitation delivery and associated air-sea freshwater and heat exchanges during episodic AR events lasting hours to days. ARs are synoptic-scale meteorological phenomena, and the study examines their immediate meteorological impacts on ocean surface conditions. The focus on event-scale atmospheric moisture transport and precipitation processes places this in meteorology."
10.1029/2025GL118477,Lightning Characteristics of Atmospheric Rivers Over the Americas Observed by GOES-16,"Atmospheric rivers (ARs) have long been recognized as a major precipitation deliverer in western North America. Meanwhile, ARs in inland and east coast areas and their impacts beyond precipitation are starting to get recognized. The GOES-16 satellite, with its longitudinal location, provides an opportunity for improved observational understanding of ARs across the Americas. Using lightning observations from the satellite and an AR database based on the MERRA-2 reanalysis, this study investigates the influence of ARs on lightning and its seasonal and geographical variations. Compared to the annual AR frequency of <15% among all days, AR frequency is >30% during lightning days in a number of locations. Compared to all wet days, mean flash density during AR wet days can be higher by a factor of >∼2 depending on the locations. Although long-lived and traveling ARs have the strongest moisture transport, short-lived ARs are associated with the highest flash density.",2025,Article,Guan B.; Waliser D.E.; Ralph F.M.; Zheng M.,"California Institute of Technology; University of California, Los Angeles; University of California, San Diego",Jet Propulsion Laboratory; National Aeronautics and Space Administration,80NSSC20K1344,Geophysical Research Letters,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The central objective is characterizing lightning activity associated with atmospheric rivers across the Americas using satellite observations, examining how AR presence influences lightning frequency and flash density. The study investigates the relationship between ARs—synoptic-scale weather systems—and convective processes that produce lightning. Lightning is a short-timescale atmospheric phenomenon associated with storms and convection, and the study examines AR-related storm characteristics and convective activity. This is a meteorological process study rather than a climatological trend analysis."
10.1029/2025JD043580,A Trajectory-Based Method for Estimating the Contribution of Landfalling Atmospheric Rivers to Top-Decile Precipitation Across Colorado,"Atmospheric rivers (ARs) play an important role in weather and hydroclimate throughout the western U.S., and extensive knowledge of AR frequency, intensity, impacts, and key meteorological processes has been developed primarily focused on the U.S. West Coast landfalling ARs. Relatively limited research has examined AR characteristics further inland, particularly for Colorado (CO), where high and complex topography, as well as the distance from the coast, complicate attempts to track ARs, AR-derived moisture, and AR-related impacts. Previous research efforts attributing precipitation to ARs based on their spatial footprint have yielded less than 30% of cool-season precipitation in CO as related to ARs. However, a large volume of anecdotal evidence suggests that ARs play a larger role in CO precipitation, but this requires quantitative investigation. We used trajectory-based methods to explore the role of landfalling ARs, their moisture pathways, and their contribution to top-decile precipitation in sub-basins throughout CO. Moisture sourced from landfalling ARs affects this area more frequently, penetrating inland along relatively low-elevation corridors through the Interior West, and exhibit substantial geographic and interannual variability. The backward trajectory approach for attributing precipitation to landfalling ARs yields mostly higher AR contributions to top-decile cool-season precipitation (21%–78%), primarily affecting western CO. Most of the AR-related precipitation across western CO during the cool season is sourced from landfalling ARs near Southern California, the Baja peninsula, and the Pacific Northwest. These results indicate a larger role for ARs in CO weather and hydroclimate than previous research suggests.",2025,Article,Nash D.; Rutz J.J.; Cordeira J.; Zhang Z.; Ralph F.M.; Sanders K.; Walter E.,"National Oceanic and Atmospheric Administration; University of California, San Diego",National Oceanic and Atmospheric Administration; U.S. Army Corps of Engineers,4600013361,Journal of Geophysical Research Atmospheres,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The primary research question is quantifying how much landfalling atmospheric rivers contribute to top-decile precipitation in Colorado sub-basins, using trajectory-based methods to track AR moisture pathways from the West Coast inland. The study examines AR frequency, intensity, moisture transport pathways, and precipitation delivery—all synoptic-scale meteorological processes. Although the study has implications for regional hydroclimate, the focus is on tracking and attributing weather-scale AR events and their precipitation impacts, making this a meteorology study."
10.1029/2025JD044818,Evaluation of GFSv16 for Near-Real-Time Data Impact Studies During the Atmospheric River Reconnaissance Program 2022,"Landfalling Atmospheric Rivers (ARs) are crucial for the water resources on the U.S. West Coast, but can also cause hazardous weather and water events there. Yet, accurately predicting AR impacts on precipitation remains a challenge. This study investigates the influence of dropsonde data from AR Reconnaissance (AR Recon) on improving weather forecasts in winter 2022, specifically AR-related precipitation forecasts for the U.S. West Coast. Using operational Global Forecast System version 16 (GFSv16) simulations with and without assimilated dropsonde observations, we evaluated the impact of dropsondes on forecasting key meteorological fields like geopotential height, horizontal wind and water vapor transport, and precipitation. The results demonstrate that assimilating dropsonde data can improve the forecast accuracy of landfalling AR characteristics and associated precipitation, although mixed results were obtained in water vapor transport forecasts. Forecast improvement was achieved for medium to strong AR events, especially when dropsondes targeted the AR cores, showing a large error reduction in integrated vapor transport (approximately 20 kg m<sup>−1</sup> s<sup>−1</sup>) and precipitation (by >5 mm d<sup>−1</sup> or ∼20%–40%) for strong AR conditions. The analysis indicates that the effectiveness of dropsonde data is influenced by AR characteristics, such as intensity and track, as well as the complex terrain of the U.S. West Coast. These findings highlight the value of targeted field campaigns in improving AR precipitation forecasts and underscore the need for continued research to address remaining uncertainties, ultimately enhancing water resource management and extreme weather preparedness on the West Coast.",2026,Article,Tallapragada V.; Wu X.; Zheng M.; Delle Monache L.; Ralph F.M.; Wu K.; Wang X.; Nageswararao M.M.; Wang J.; Wilson A.M.; Cordeira J.; Kalansky J.; Steinhoff D.; Mulrooney P.,"National Oceanic and Atmospheric Administration; National Weather Service; University of California, San Diego",San Diego Supercomputer Center; Department of Water Resources; Engineer Research and Development Center; U.S. Army Corps of Engineers,4600013361,Journal of Geophysical Research Atmospheres,scopus,funder,TRUE,FALSE,FALSE,FALSE,title+abstract,llm-full,atmospheric sciences,meteorology,"The primary objective is evaluating how assimilating dropsonde observations from AR Reconnaissance improves weather forecasts of landfalling atmospheric river characteristics and associated precipitation on the U.S. West Coast during winter 2022. The study examines forecast skill for synoptic-scale meteorological fields (geopotential height, wind, water vapor transport) and precipitation over forecast lead times of days. The focus is on improving operational weather prediction for AR events, which is a core meteorological application, rather than long-term climate patterns."
